"Type","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO","GO:0061448","connective tissue development","58/2030","285/18870",1.24442746773751e-06,5.44459725665593e-05,4.02442966708196e-05,"CCN2/RARA/CCN1/CSF1/ARRDC3/EGR1/BMP2/PDGFB/ARID5B/SOX9/CD44/FOSL2/EDN1/GATA3/SLC25A25/MEF2D/SMAD7/EXT1/TRPS1/PBXIP1/NFATC2/RUNX1/RASAL2/ZEB1/KLF7/SCIN/COL1A1/TGFBI/FGFR3/SOX6/SIRT1/CHSY1/RARB/FGF2/MEF2C/ARID5A/LOXL2/WNT2B/PTHLH/OSR2/HMGA2/RUNX3/SLC26A2/SNAI1/MMP13/COL11A2/PKDCC/CHST11/HOXA3/THBS3/GPLD1/MSX1/HYAL1/CASR/HOXA5/DLX2/NR1H4/SMPD3",58
"GO","GO:2001236","regulation of extrinsic apoptotic signaling pathway","38/2030","158/18870",1.38709579802288e-06,6.0248204444559e-05,4.45330756207346e-05,"THBS1/INHBA/CYLD/TNFSF10/ICAM1/TNFAIP3/CX3CL1/IFI6/ATF3/PML/TRAF1/PMAIP1/SKIL/BCL10/IL1A/TIMP3/SP100/LGALS3/PHIP/EYA1/TCF7L2/CTTN/SERPINE1/EYA4/RIPK1/TNF/PRDX2/CSF2/LTB/ITPRIP/NOS3/TLR6/FGB/BCL2L14/RET/IL7/TLR4/FGFR1",38
"GO","GO:0002697","regulation of immune effector process","73/2030","389/18870",1.45818248553433e-06,6.28801857431133e-05,4.64785314775765e-05,"RARA/SEMA7A/ZC3H12A/RSAD2/ICAM1/TMBIM6/IL6/RIPK2/DHX58/ANXA1/MYD88/LGALS9/DHX36/ANKRD17/DUSP10/TAP2/DDX60/RC3H1/CD59/BCL10/RIF1/GATA3/JUNB/LGALS3/SMAD7/IFNL1/LYN/TICAM1/FZD5/BCL6/HLA-F/PANX1/F2RL1/NFKBIZ/FBXO38/TLR3/KLK7/TRAF6/IL12A/BST2/TNF/IFNB1/ITGAM/MYO18A/AHR/SIRT1/NR4A3/IL4I1/NLRP3/EPHB2/NOD2/NOD1/TNFRSF14/TGFB2/PCK1/ARID5A/RAET1L/LOXL3/PGLYRP2/IL20RB/MIF/CLEC7A/IL18R1/HLX/ULBP1/IL33/TLR4/AGER/LTA/KMT5C/TRIM6/COLEC10/ADORA2B",73
"GO","GO:0002292","T cell differentiation involved in immune response","25/2030","84/18870",1.48091262625178e-06,6.34042162982368e-05,4.68658740142386e-05,"RARA/PTGER4/BCL3/ZC3H12A/IL6/RIPK2/ANXA1/LGALS9/RC3H1/RELB/SOCS3/GATA3/JUNB/SMAD7/IFNL1/BCL6/NFKBIZ/FOXP1/NLRP3/PCK1/LOXL3/IL18R1/HLX/ENTPD7/RORA",25
"GO","GO:0048660","regulation of smooth muscle cell proliferation","40/2030","171/18870",1.57913487333082e-06,6.66572847235557e-05,4.92704127638948e-05,"THBS1/JUN/FRS2/TNFAIP3/STAT1/CX3CL1/IGFBP3/TRIB1/IL6/CCL5/BMP2/PDGFB/MYD88/EDN1/HBEGF/PTGS2/MEF2D/TCF7L2/GNA13/CDKN1A/ADAMTS1/JAK2/IL12A/TNF/EREG/FOXP1/NR4A3/PDCD4/FGF2/MEF2C/NOTCH3/NOS3/APOE/APLN/TLR4/DDR2/CALCRL/ZNF143/ANG/SMPD3",40
"GO","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","40/2030","171/18870",1.57913487333082e-06,6.66572847235557e-05,4.92704127638948e-05,"THBS1/PIK3AP1/CX3CL1/NEDD4/RICTOR/CCL5/PDGFB/SOX9/AKR1C3/HBEGF/GATA3/SPRY2/F2RL1/TCF7L2/F3/JAK2/TNF/NKX3-1/AKR1C2/MYDGF/SIRT1/FGF2/TGFB2/LRP2/ERBB3/ADAM8/CSF3/CBL/RET/PDGFA/TEK/ERFE/CASS4/MST1R/DDR2/FGFR1/MC1R/C1QTNF12/RASD2/GDF15",40
"GO","GO:0032608","interferon-beta production","20/2030","59/18870",1.73515844276187e-06,7.22259701799627e-05,5.33865634911162e-05,"OAS1/IRF1/IRF7/ISG15/OAS3/IFIH1/OAS2/RIPK2/TRIM38/ZBTB20/REL/RELB/TRAF3/TICAM1/NMI/TLR3/MORC3/STING1/ARRDC4/TLR4",20
"GO","GO:0032648","regulation of interferon-beta production","20/2030","59/18870",1.73515844276187e-06,7.22259701799627e-05,5.33865634911162e-05,"OAS1/IRF1/IRF7/ISG15/OAS3/IFIH1/OAS2/RIPK2/TRIM38/ZBTB20/REL/RELB/TRAF3/TICAM1/NMI/TLR3/MORC3/STING1/ARRDC4/TLR4",20
"GO","GO:0051056","regulation of small GTPase mediated signal transduction","59/2030","295/18870",1.82605816158294e-06,7.49934987599622e-05,5.54322105053617e-05,"ABL2/CSF1/TRIO/DLC1/ARHGAP17/PLEKHG3/STARD13/SPRY2/BCL6/RASGRF2/TIAM2/F2RL1/NET1/DNMBP/GNA13/ARHGAP24/PRAG1/LPAR1/STMN1/FGD4/FLCN/ARHGAP42/EPS8L3/EPS8L1/EPHB2/SPRY1/SRGAP2/ARHGDIB/SPRY4/PLEKHG5/FAM13B/SIPA1L2/TGFB2/DENND3/SPATA13/ARHGEF9/PREX1/PLEKHG6/RIPOR2/CHN1/KITLG/SLIT2/CBL/FBP1/FBXO8/ARHGAP22/CYTH4/APOE/KALRN/TAGAP/RELN/ABCA1/RALGPS1/FGD3/RASGEF1A/LPAR6/ARHGEF25/ARHGAP40/HEG1",59
"GO","GO:0046632","alpha-beta T cell differentiation","32/2030","124/18870",1.83322026515816e-06,7.49934987599622e-05,5.54322105053617e-05,"RARA/PTGER4/BCL3/ZC3H12A/RSAD2/IRF1/IL6/RIPK2/ANXA1/LGALS9/RC3H1/RELB/FOSL2/SOCS3/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/CD83/PRDM1/SOCS1/FOXP1/NLRP3/BRAF/LOXL3/RUNX3/IL18R1/HLX/ENTPD7/RORA",32
"GO","GO:0007264","small GTPase mediated signal transduction","87/2030","491/18870",1.83917989951859e-06,7.49934987599622e-05,5.54322105053617e-05,"RHOB/ABL2/PLK2/RND3/CSF1/TRIO/DLC1/RASGRP3/ARHGAP17/PLEKHG3/RASGEF1B/STARD13/SPRY2/NUCB1/BCL6/RASGRF2/TIAM2/CDC42EP3/F2RL1/NET1/RRAD/RAPGEF2/RND1/DNMBP/GNA13/ARHGAP24/CDKN1A/PRAG1/LPAR1/BCAR3/STMN1/FGD4/FLCN/ARHGAP42/RAB30/EPS8L3/EPS8L1/DOCK4/EPHB2/SPRY1/FGF2/RGL1/SRGAP2/ARHGDIB/SPRY4/PLEKHG5/FAM13B/SIPA1L2/TGFB2/KSR1/DENND3/SPATA13/RHOT2/ARHGEF9/PREX1/PLEKHG6/RIPOR2/CHN1/KITLG/SLIT2/ADRA2A/PLEKHG7/RGL3/CBL/CDC42EP4/FBP1/FBXO8/ARHGAP22/CDC42EP5/CYTH4/APOE/KALRN/TAGAP/RELN/ABCA1/PLD1/RALGPS1/FGD3/RASGEF1A/LPAR6/ARHGAP33/ARHGEF25/ARHGAP40/RHEBL1/RAB9B/HEG1/RAPGEF3",87
"GO","GO:0098781","ncRNA transcription","34/2030","136/18870",1.93281993713699e-06,7.8279207454048e-05,5.78608756430269e-05,"RARA/MYC/JUN/NR3C1/KLF4/FOS/EGR1/ZC3H4/BMP2/PDGFB/GATA6/ELL2/SOX9/GATA3/MRTFA/NFATC2/FOSL1/IPPK/NOP53/USPL1/ERCC6/POLR1B/TNF/SNAPC4/FGF2/TGFB2/SNAPC1/NFATC4/NIFK/APLN/POLR2L/ESR1/ZNF143/ANG",34
"GO","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","23/2030","75/18870",2.17497416758845e-06,8.7495269533726e-05,6.46730220514291e-05,"RARA/PTGER4/BCL3/ZC3H12A/IL6/RIPK2/ANXA1/LGALS9/RC3H1/RELB/SOCS3/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/FOXP1/NLRP3/LOXL3/IL18R1/HLX/ENTPD7/RORA",23
"GO","GO:0003007","heart morphogenesis","54/2030","264/18870",2.43479262444693e-06,9.72943132728993e-05,7.19160853073482e-05,"CCN1/HES1/DLC1/BMP2/GATA6/SOX9/GRHL2/EDN1/GATA3/SMAD7/EXT1/EYA1/NIPBL/APC/C2CD3/CHD7/TMED2/NRG1/ADAMTS1/ARID2/ANKRD1/HAS2/CITED2/PDCD4/SPRY1/PRICKLE1/ISL1/MEF2C/PIM1/TGFB2/LRP2/TBX3/NOS3/EFNA1/SOX4/SLIT2/SIX1/MYLK2/SNAI1/ZMIZ1/DCHS1/TBX20/TEK/PTCH1/DHRS3/RNF207/TBX6/RYR2/MSX1/PROX1/VANGL2/PITX2/GATA4/HEG1",54
"GO","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","14/2030","35/18870",6.89229899316232e-06,0.000215168959192786,0.000159044333674453,"ZC3H12A/ANXA1/LGALS9/CD274/RC3H1/SMAD7/BCL6/RUNX1/VSIR/CBLB/LOXL3/RUNX3/LGALS9C/HLX",14
"GO","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","18/2030","56/18870",1.3186158854375e-05,0.00036933568305198,0.000272998242095742,"RARA/ZC3H12A/RIPK2/ANXA1/LGALS9/RC3H1/GATA3/JUNB/SMAD7/BCL6/NFKBIZ/RUNX1/CD83/SOCS1/NLRP3/LOXL3/RUNX3/HLX",18
"GO","GO:0030330","DNA damage response, signal transduction by p53 class mediator","21/2030","73/18870",1.79050088578255e-05,0.00045586462857762,0.000336956995887678,"BCL3/PLK2/PML/DYRK1A/PMAIP1/CD44/SP100/PLK3/MARCHF7/CDKN1A/PPM1D/ANKRD1/BRCA2/NDRG1/SIRT1/SOX4/MIF/ZNF385A/SNAI1/MUC1/MSX1",21
